"first line in chunk: [name, number_of_threads, number_of_trials], next lines: [iters, successful_iters, duration_in_ns] repeating number_of_trials times. This then repeats."
2153717, 2153717, 39472900, 2631852, 2631852, 47991900, 2518443, 2518443, 45962700, 2644131, 2644131, 47986900, 2582200, 2582200, 46978600, 2637717, 2637717, 47967000, 2676861, 2676861, 48053700, 2577225, 2577225, 47924500, 2630719, 2630719, 47989800, 2618904, 2618904, 47979300
"store", 2, 10
1235674, 1235674, 46827500, 1211898, 1211898, 47978600, 1215042, 1215042, 47992300, 1339160, 1339160, 47991400, 1423640, 1423640, 47981600, 1400180, 1400180, 47983700, 1210719, 1210719, 48023700, 1186810, 1186810, 46982500, 1186711, 1186711, 46967600, 1210998, 1210998, 48002700
1444559, 1444559, 46826800, 1513682, 1513682, 47972200, 1513486, 1513486, 47992300, 1474484, 1474484, 47991700, 1426617, 1426617, 47981600, 1436254, 1436254, 47983600, 1513253, 1513253, 48026900, 1475166, 1475166, 46982200, 1481327, 1481327, 46967600, 1513490, 1513490, 48002700
"store", 3, 10
525262, 525262, 45954700, 543570, 543570, 47991300, 541777, 541777, 47965200, 630898, 630898, 47999800, 609228, 609228, 47948200, 465400, 465400, 47962500, 503967, 503967, 48001400, 524168, 524168, 47962600, 525861, 525861, 47992600, 532619, 532619, 47979600
1133237, 1133237, 45955100, 1197111, 1197111, 47991700, 1199508, 1199508, 47965200, 1108446, 1108446, 47994200, 625573, 625573, 47948200, 619632, 619632, 47970200, 639913, 639913, 48001400, 652963, 652963, 47962600, 655221, 655221, 47992800, 722329, 722329, 47978500
984623, 984623, 45959000, 1030856, 1030856, 47991200, 1002928, 1002928, 47971200, 1120690, 1120690, 48000200, 1110662, 1110662, 47948300, 1235078, 1235078, 47962500, 1125435, 1125435, 48001400, 1067624, 1067624, 47962600, 1074284, 1074284, 47992600, 1194466, 1194466, 47979200
"store", 4, 10
644595, 644595, 46042300, 892709, 892709, 47967200, 791576, 791576, 47995700, 696458, 696458, 48232200, 857645, 857645, 47993600, 961300, 961300, 45961700, 638181, 638181, 48001900, 624486, 624486, 46485200, 752051, 752051, 48063200, 491735, 491735, 46310700
658094, 658094, 46042300, 355986, 355986, 47967200, 391912, 391912, 47995600, 385370, 385370, 48232100, 419752, 419752, 47996400, 498521, 498521, 45961900, 426349, 426349, 47983300, 398889, 398889, 46484700, 375043, 375043, 48062900, 411374, 411374, 46272400
442143, 442143, 46041500, 382053, 382053, 47967400, 496603, 496603, 47995600, 993199, 993199, 48236100, 496716, 496716, 47993700, 694963, 694963, 45961900, 755728, 755728, 47983400, 812004, 812004, 46485200, 862246, 862246, 48063200, 774523, 774523, 46272400
486026, 486026, 46042500, 524530, 524530, 47967700, 558661, 558661, 47995600, 687243, 687243, 48232000, 598263, 598263, 47993700, 502134, 502134, 45961900, 508627, 508627, 47983400, 480196, 480196, 46484100, 470273, 470273, 48062900, 467353, 467353, 46272500
"store", 5, 10
448417, 448417, 43830100, 411334, 411334, 47987300, 412897, 412897, 47976500, 518457, 518457, 46981200, 511260, 511260, 47971300, 634774, 634774, 46965200, 409982, 409982, 47994100, 417488, 417488, 47984700, 455146, 455146, 47975100, 425347, 425347, 47985800
448762, 448762, 43832900, 656052, 656052, 47987100, 655145, 655145, 47977800, 374341, 374341, 46981200, 381540, 381540, 47971600, 349957, 349957, 46964900, 535721, 535721, 47993800, 537298, 537298, 47991200, 348424, 348424, 47976300, 309150, 309150, 47986300
410767, 410767, 43829800, 333233, 333233, 47987000, 332712, 332712, 47976200, 400819, 400819, 46981200, 581272, 581272, 47970900, 827944, 827944, 46965000, 718807, 718807, 47994200, 703497, 703497, 47980400, 783956, 783956, 47976500, 583298, 583298, 47986300
466615, 466615, 43829800, 338809, 338809, 47987100, 337914, 337914, 47982600, 475950, 475950, 46980600, 378528, 378528, 47971200, 347604, 347604, 46964900, 335216, 335216, 47993700, 339123, 339123, 47989700, 453147, 453147, 47983000, 545724, 545724, 47984400
